search_term,brand_name,current_price,product_rating,product_title,original_price,sale_price,discount_percent,category_path,product_link,image_link,review_count,size_options
oversized t-shirt,NOBERO,Rs. 485,"4.4
|
4.1k",Oversized Printed T-shirt,Rs. 1799,Rs. 485,(73% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/nobero/nobero-graphic-printed-oversized-t-shirt/26858810/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26858810/2024/3/19/038d09b0-220e-488d-8707-d0b6c1b769991710836863241-NOBERO-Graphic-Printed-Oversized-T-shirt-6021710836863167-7.jpg","|
4.1k",N/A
oversized t-shirt,Roadster,Rs. 251,"4.1
|
64",Drop-Shoulder Sleeves T-shirt,Rs. 699,Rs. 251,(64% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-drop-shoulder-sleeves-oversized-t-shirt/28583622/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28583622/2024/8/24/a2713168-69a3-4d90-9617-ccedc148a75a1724480835747-Roadster-Men-Tshirts-1491724480835209-1.jpg","|
64",N/A
oversized t-shirt,RARE RABBIT,N/A,N/A,Men Oversized Cotton T-shirt,N/A,N/A,N/A,Oversized T Shirt,https://www.myntra.com/tshirts/rare+rabbit/rare-rabbit-men-graphic-printed-round-neck-cotton-oversized-t-shirt/32364776/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/JANUARY/17/DgA0IjXI_b2de03d901304856af1d304ebc15e9dc.jpg",N/A,N/A
oversized t-shirt,The Souled Store,Rs. 521,"4.2
|
353",Oversized T-Shirt,Rs. 899,Rs. 521,(42% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/the+souled+store/the-souled-store-men-pearl-grey-solid-round-neck-oversized-t-shirt/18776712/buy,N/A,"|
353",N/A
oversized t-shirt,NOBERO,Rs. 499,"4.3
|
26",Men Printed Cotton T-shirt,Rs. 1799,Rs. 499,(Rs. 1300 OFF),Oversized T Shirt,https://www.myntra.com/tshirts/nobero/nobero-men-graphic-printed-oversized-pure-cotton-t-shirt/34328394/buy,N/A,"|
26",N/A
oversized t-shirt,RARE ONES,Rs. 1199,N/A,Boys Printed Pockets T-shirt,Rs. 1499,Rs. 1199,(20% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/rare+ones/rare-ones-boys-boxy-t-shirt/31461287/buy,N/A,N/A,N/A
oversized t-shirt,Organic Chics,Rs. 399,"4.4
|
63",Men Printed Anti Odour T-shirt,Rs. 1499,Rs. 399,(Rs. 1100 OFF),Oversized T Shirt,https://www.myntra.com/tshirts/organic+chics/mens-oversized-graphic-print-cotton-t-shirt/32942221/buy,N/A,"|
63",N/A
oversized t-shirt,Maniac,Rs. 599,"4.2
|
868",Men Henley Neck T-shirt,Rs. 1999,Rs. 599,(70% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/maniac/maniac-men-henley-neck-t-shirt/29365786/buy,N/A,"|
868",N/A
oversized t-shirt,RARE ONES,Rs. 1049,N/A,Boys Printed Cotton T-shirt,Rs. 1499,Rs. 1049,(30% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/rare+ones/rare-ones-boys-typography-printed-round-neck-cotton-oversized-t-shirt/32727862/buy,N/A,N/A,N/A
oversized t-shirt,glitchez,Rs. 475,"3.8
|
26",Oversized Polo Collar T-shirt,Rs. 1399,Rs. 475,(66% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/glitchez/glitchez--solid-polo-collar-oversized-t-shirt/33888249/buy,N/A,"|
26",N/A
oversized t-shirt,BULLMER,Rs. 389,"3.9
|
10k",Print Oversized Cotton T-shirt,Rs. 1499,Rs. 389,(74% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/bullmer/bullmer-tribal-printed-oversized-cotton-t-shirt/27226100/buy,N/A,"|
10k",N/A
oversized t-shirt,RARE RABBIT,Rs. 1599,"4.4
|
38",Print Cotton Oversized T-shirt,Rs. 3199,Rs. 1599,(50% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/rare+rabbit/rare-rabbit-men-iver-graphic-printed-oversized-t-shirt/28413864/buy,N/A,"|
38",N/A
oversized t-shirt,Maniac,Rs. 439,"4.3
|
850",Textured Oversized T-Shirt,Rs. 1569,Rs. 439,(72% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/maniac/maniac-abstract-round-neck-t-shirt/28727816/buy,N/A,"|
850",N/A
oversized t-shirt,Maniac,Rs. 481,"4.3
|
1.7k",Oversized Cotton T-shirt,Rs. 1659,Rs. 481,(71% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/maniac/maniac-colourblocked-round-neck-raglan-sleeves-oversized-cotton-t-shirt/24426560/buy,N/A,"|
1.7k",N/A
oversized t-shirt,RARE ONES,Rs. 899,"4.5
|
23",Boys Printed Oversized T-shirt,Rs. 1499,Rs. 899,(40% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/rare+ones/rare-ones-boys-graphic-print-oversized-t-shirt/30889847/buy,N/A,"|
23",N/A
oversized t-shirt,FCUK,Rs. 431,"4.7
|
58",Oversized Pure Cotton T-shirt,Rs. 1599,Rs. 431,(73% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/fcuk/fcuk-brand-logo-printed-drop-shoulder-sleeves-oversized-pure-cotton-t-shirt/28459020/buy,N/A,"|
58",N/A
oversized t-shirt,NOBERO,Rs. 499,"4.5
|
510",Men Oversized Cotton T Shirt,Rs. 1799,Rs. 499,(Rs. 1300 OFF),Oversized T Shirt,https://www.myntra.com/tshirts/nobero/nobero-men-graphic-printed-oversized-cotton-t-shirt/26858778/buy,N/A,"|
510",N/A
oversized t-shirt,RARE RABBIT,Rs. 2249,N/A,Men Oversized Cotton T-shirt,Rs. 2999,Rs. 2249,(25% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/rare+rabbit/rare-rabbit-men-graphic-printed-round-neck-cotton-oversized-t-shirt/32364770/buy,N/A,N/A,N/A
oversized t-shirt,Maniac,Rs. 481,"4.3
|
6k",Printed Oversized T-shirt,Rs. 1659,Rs. 481,(71% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/maniac/maniac-raglan-sleeves-typography-printed-oversized-t-shirt/22208880/buy,N/A,"|
6k",N/A
oversized t-shirt,BDSQUARE,Rs. 349,"3.2
|
12",Men Printed Cotton T-shirt,Rs. 2499,Rs. 349,(Rs. 2150 OFF),Oversized T Shirt,https://www.myntra.com/tshirts/bdsquare/bdsquare-men-graphic-printed-round-neck-cotton-oversized-t-shirt/33170302/buy,N/A,"|
12",N/A
oversized t-shirt,RARE RABBIT,Rs. 2399,"4.3
|
12",Men Printed Oversized T-shirt,Rs. 2999,Rs. 2399,(20% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/rare+rabbit/rare-rabbit-men-graphic-printed-round-neck-cotton-oversized-t-shirt/31459718/buy,N/A,"|
12",N/A
oversized t-shirt,Elibolz,Rs. 467,"4.2
|
3.1k",Cotton Oversized T-shirt,Rs. 1299,Rs. 467,(64% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/elibolz/elibolz-graphic-printed-cotton-oversized-t-shirt/25744596/buy,N/A,"|
3.1k",N/A
oversized t-shirt,RARE ONES,Rs. 1274,N/A,Boys Chile-K Cotton T-shirt,Rs. 1699,Rs. 1274,(25% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/rare+ones/rare-ones-boys-chile-k-typography-printed-drop-shoulder-sleeves-oversized-cotton-t-shirt/33858446/buy,N/A,N/A,N/A
oversized t-shirt,Nap Chief,Rs. 450,"4.6
|
9",Kids Printed Cotton T-shirt,Rs. 790,Rs. 450,(43% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/nap+chief/nap-chief-kids-unisex-spider-man-printed-pure-cotton-oversized-fit-t-shirt/34084188/buy,N/A,"|
9",N/A
oversized t-shirt,HELLCAT,Rs. 299,"3.6
|
1.1k",Women Oversized T-Shirt,Rs. 1499,Rs. 299,(Rs. 1200 OFF),Oversized T Shirt,https://www.myntra.com/tshirts/hellcat/hellcat-women-graphic-printed-round-neck-cotton-oversized-t-shirt/30313117/buy,N/A,"|
1.1k",N/A
oversized t-shirt,RARE RABBIT,Rs. 1975,"5
|
5",Men Printed Pockets T-shirt,Rs. 3799,Rs. 1975,(48% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/rare+rabbit/rare-rabbit-men-printed-pockets-t-shirt/33199898/buy,N/A,"|
5",N/A
oversized t-shirt,Stormborn,Rs. 459,"4.3
|
6.2k",Oversized Pure Cotton T-shirt,Rs. 999,Rs. 459,(54% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/stormborn/stormborn-graphic-printed-oversized-drop-shoulder-sleeves-pure-cotton-t-shirt/25072090/buy,N/A,"|
6.2k",N/A
oversized t-shirt,Bewakoof,Rs. 549,"4.5
|
757",Cotton Oversized T-shirt,Rs. 1499,Rs. 549,(Rs. 950 OFF),Oversized T Shirt,https://www.myntra.com/tshirts/bewakoof/bewakoof-cotton-panda-printed-oversized-fit-t-shirt/22581032/buy,N/A,"|
757",N/A
oversized t-shirt,RARE ONES,Rs. 1199,N/A,Boys Printed Cotton T-shirt,Rs. 1499,Rs. 1199,(20% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/rare+ones/rare-ones-boys-graphic-printed-round-neck-cotton-oversized-t-shirt/32728037/buy,N/A,N/A,N/A
oversized t-shirt,glitchez,Rs. 371,"2.8
|
6",Printed Oversized T-shirt,Rs. 999,Rs. 371,(Rs. 628 OFF),Oversized T Shirt,https://www.myntra.com/tshirts/glitchez/glitchez-graphic--typography-printed-drop-shoulder-sleeves-oversized-t-shirt/31836928/buy,N/A,"|
6",N/A
oversized t-shirt,PRONK,Rs. 499,"4.3
|
512",Men Printed Oversized T-shirt,Rs. 1499,Rs. 499,(Rs. 1000 OFF),Oversized T Shirt,https://www.myntra.com/tshirts/pronk/pronk-men-nirvana-printed-oversized-t-shirt-/30967642/buy,N/A,"|
512",N/A
oversized t-shirt,RARE RABBIT,Rs. 1499,"4.1
|
7",Men Solid Oversized T-shirt,Rs. 1999,Rs. 1499,(25% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/rare+rabbit/rare-rabbit-men-solid-round-neck-cotton-oversized-t-shirt/31219962/buy,N/A,"|
7",N/A
oversized t-shirt,NOBERO,Rs. 499,"4.4
|
1.1k",Men Printed T-shirt,Rs. 1799,Rs. 499,(Rs. 1300 OFF),Oversized T Shirt,https://www.myntra.com/tshirts/nobero/nobero-men-printed-oversized-fit-t-shirt/28137932/buy,N/A,"|
1.1k",N/A
oversized t-shirt,DILLINGER,Rs. 489,"4.5
|
2.4k",Pure Cotton T-shirt,Rs. 1399,Rs. 489,(65% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/dillinger/dillinger-graphic-printed-oversized-pure-cotton-t-shirt/27873896/buy,N/A,"|
2.4k",N/A
oversized t-shirt,RARE RABBIT,Rs. 2249,"3.5
|
13",Men Oversized Cotton T-shirt,Rs. 2999,Rs. 2249,(25% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/rare+rabbit/rare-rabbit-men-typography-printed-round-neck-cotton-oversized-t-shirt/32044896/buy,N/A,"|
13",N/A
oversized t-shirt,The Dry State,Rs. 363,"4.3
|
6.5k",Women Printed Loose T-shirt,Rs. 1399,Rs. 363,(74% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/the+dry+state/the-dry-state-women-conversational-printed-oversize-half-sleeve-cotton-t-shirt/17094098/buy,N/A,"|
6.5k",N/A
oversized t-shirt,TRUDO,Rs. 289,N/A,Printed Pure Cotton T-Shirt,Rs. 999,Rs. 289,(71% OFF),Oversized T Shirt,https://www.myntra.com/lounge-tshirts/trudo/trudo-printed-pure-cotton-oversized-fit-long-t-shirt/35069709/buy,N/A,N/A,N/A
oversized t-shirt,RARE ONES,Rs. 1274,N/A,Boys Nate-T Cotton T-shirt,Rs. 1699,Rs. 1274,(25% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/rare+ones/rare-ones-boys-nate-t-graphic-printed-oversized-cotton-t-shirt/33858436/buy,N/A,N/A,N/A
oversized t-shirt,Stormborn,Rs. 509,"4.1
|
448",Printed Pure Cotton T-Shirt,Rs. 999,Rs. 509,(49% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/stormborn/stormborn-graphic-printed-drop-shoulder-sleeves-oversized-pure-cotton-casual-t-shirt/25072152/buy,N/A,"|
448",N/A
oversized t-shirt,DressBerry,Rs. 383,"4.4
|
96",Women Printed Cotton T-shirt,Rs. 1599,Rs. 383,(76% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/dressberry/dressberry-women-typography-printed-round-neck-cotton-oversized-t-shirt/33324070/buy,N/A,"|
96",N/A
oversized t-shirt,RARE RABBIT,Rs. 2078,"3.3
|
6",Men Printed Oversized T-shirt,Rs. 3299,Rs. 2078,(37% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/rare+rabbit/rare-rabbit-men-typography-printed-round-neck-cotton-oversized-t-shirt/31397185/buy,N/A,"|
6",N/A
oversized t-shirt,FCUK,Rs. 543,"4.2
|
631",Anti Odour T-shirt,Rs. 1599,Rs. 543,(66% OFF),Oversized T Shirt,https://www.myntra.com/tshirts/fcuk/fcuk-men-premium-textured-oversizedt-shirt/29949841/buy,N/A,"|
631",N/A
sneakers,Nike,N/A,"4.7
|
18",Air Jordan 1 Low Men Shoes,N/A,N/A,N/A,Sneakers Online,https://www.myntra.com/casual-shoes/nike/nike-air-jordan-1-low-men-shoes/34951262/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/JUNE/17/v2qsSi4N_69e5ca4f0bec4ffdac66ba2c4b7b1f8b.jpg","|
18",N/A
sneakers,Aretto,Rs. 2564,"4.7
|
255",Kids Expanding Anti-Skid Shoes,Rs. 2699,Rs. 2564,(5% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/aretto/aretto-kids-adaptive-fit-breathable-anti-skid-sole-slip-on-sneakers/25243354/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25243354/2025/1/15/2b575e57-2030-4ba0-a3e5-44070923cef61736933161754-Aretto-Kids-Classic-Black-Expanding-Breathable-Anti-Skid--En-1.jpg","|
255",N/A
sneakers,HRX by Hrithik Roshan,Rs. 850,"4.3
|
1.3k",Unisex Back To School Shoes,Rs. 3699,Rs. 850,(77% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-unisex-back-to-school-shoes/29553912/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29553912/2024/5/17/5f90bc0f-c248-4bff-8a88-54128a77c4a61715927218769HRXbyHrithikRoshanUnisexTexturedSneakers1.jpg","|
1.3k",N/A
sneakers,YK,Rs. 539,"4.4
|
1.1k",Girls Slip-On Sneakers,Rs. 1999,Rs. 539,(73% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/yk/yk-girls-black-textured-contrast-sole-comfort-insole-flyknit-slip-on-sneakers/26651886/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26651886/2023/12/26/94ee27af-8c33-4eea-abae-029cb2025c8e1703580219796YKGirlsBlueColourblockedSlip-OnSneakers1.jpg","|
1.1k",N/A
sneakers,Aretto,Rs. 2609,"4.5
|
222",Kids Anti-Skid Shoes,Rs. 2899,Rs. 2609,(10% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/aretto/aretto-kids-candy-floss-adaptive-fit-breathable-slip-on-sneakers-with-anti-skid-sole/25243360/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25243360/2025/1/15/fdac23f0-3253-47a2-8572-7e2246af2ad11736933181783-Aretto-Kids-Colourblocked-Anti-Skid--Enhanced-Slip-On-Shoes--1.jpg","|
222",N/A
sneakers,Fame Forever by Lifestyle,Rs. 1104,"4.8
|
16",Girls Sneakers,Rs. 1699,Rs. 1104,(35% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/fame+forever+by+lifestyle/fame-forever-by-lifestyle-girls-sneakers/32820342/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/FEBRUARY/19/L615AAVz_f0c1b8baddfb427cae7bd4d70c8299a1.jpg","|
16",N/A
sneakers,Puma,Rs. 1599,"4.4
|
455",Women Solid Sneakers,Rs. 3999,Rs. 1599,(60% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/puma/puma-women-black-solid-sneakers/19103746/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19103746/2022/10/20/6beb5702-7a42-4493-8266-6c888ad644a51666266597717-Ivana-Womens-Shoes-271666266597486-1.jpg","|
455",N/A
sneakers,Nike,N/A,"4.4
|
815",Men Court Vision Low Sneakers,N/A,N/A,N/A,Sneakers Online,https://www.myntra.com/casual-shoes/nike/nike-men-court-vision-low-sneakers/25144992/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25144992/2023/9/25/baf04161-799e-44c0-984d-5ab1f61ebe521695632299993NikeCourtVisionLowMenWovenDesignCasualSneakers1.jpg","|
815",N/A
sneakers,Red Tape,Rs. 1196,"4.4
|
163",Men Colourblocked PU Sneakers,Rs. 6299,Rs. 1196,(81% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/red+tape/red-tape-men-colourblocked-sneakers/33071259/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/MARCH/6/a9zUEkS3_731e960429c049aa9b4306830b76c153.jpg","|
163",N/A
sneakers,Red Tape,Rs. 1462,"4.5
|
60",Men Colourblocked Sneakers,Rs. 7699,Rs. 1462,(81% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/red+tape/red-tape-edge-elevate-series-men-colourblocked-sneakers/34725035/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2025/JUNE/5/11DNY9cP_e7e1130e436d444aad9f504257cf367b.jpg","|
60",N/A
sneakers,Nike,N/A,"4.5
|
2.5k",Men Air Force 1 '07 Sneakers,N/A,N/A,N/A,Sneakers Online,https://www.myntra.com/casual-shoes/nike/nike-men-perforated-air-force-1-07-sneakers/13327736/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13327736/2024/2/9/ad5d48f4-311e-428d-91a5-be152a223a3e1707475060890-Nike-Men-Perforated-Air-Force-1-07-Sneakers-2361707475060603-1.jpg","|
2.5k",N/A
sneakers,Red Tape,Rs. 1205,"4.4
|
4.6k",Men Perforations Sneakers,Rs. 6699,Rs. 1205,(82% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/red+tape/red-tape-men-perforations-sneakers/24615300/buy,N/A,"|
4.6k",N/A
sneakers,Red Tape,Rs. 1196,"4.5
|
363",Men PU Sneakers,Rs. 6299,Rs. 1196,(81% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/red+tape/red-tape-men-sneakers/33071263/buy,N/A,"|
363",N/A
sneakers,Nike,N/A,"4.5
|
357",Men Court Vision Low Sneakers,N/A,N/A,N/A,Sneakers Online,https://www.myntra.com/casual-shoes/nike/nike-men-court-vision-low-sneakers/27306858/buy,N/A,"|
357",N/A
sneakers,KazarMax,Rs. 1259,"4.5
|
17",Girls Lightweight Sneakers,Rs. 2999,Rs. 1259,(58% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/kazarmax/kazarmax-hopits-pink-purple-surge-lightweight-sneakers-shoes-for-kids-girls/32030657/buy,N/A,"|
17",N/A
sneakers,Red Tape,Rs. 1196,"4.6
|
752",Men PU Sneakers,Rs. 6299,Rs. 1196,(81% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/red+tape/red-tape-men-sneakers/33071267/buy,N/A,"|
752",N/A
sneakers,Nike,N/A,"4.4
|
1.6k",Men COURT VISION Sneakers,N/A,N/A,N/A,Sneakers Online,https://www.myntra.com/casual-shoes/nike/nike-men-court-vision-low-perforations-sneakers/14528020/buy,N/A,"|
1.6k",N/A
sneakers,Fame Forever by Lifestyle,Rs. 909,"4.6
|
5",Girls Round Toe Sneakers,Rs. 1299,Rs. 909,(30% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/fame+forever+by+lifestyle/fame-forever-by-lifestyle-girls-round-toe-sneakers/34455081/buy,N/A,"|
5",N/A
sneakers,Ginger by Lifestyle,Rs. 1189,"4.4
|
138",Women PU Sneakers,Rs. 1699,Rs. 1189,(30% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/ginger+by+lifestyle/ginger-by-lifestyle-women-colourblocked-pu-sneakers/32280295/buy,N/A,"|
138",N/A
sneakers,Nike,N/A,"4.5
|
354",Men AIR FORCE 1 '07 Sneakers,N/A,N/A,N/A,Sneakers Online,https://www.myntra.com/casual-shoes/nike/nike--men-air-force-1-07-leather-sneakers/13762910/buy,N/A,"|
354",N/A
sneakers,Campus,Rs. 799,"4.4
|
611",Women Round Toe Sneakers,Rs. 1999,Rs. 799,(60% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/campus/campus-ogl-09-women-lace-up-sneakers/29828042/buy,N/A,"|
611",N/A
sneakers,BAESD,Rs. 599,"4.5
|
102",Girls Slip-On Sneakers,Rs. 1999,Rs. 599,(70% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/baesd/baesd-girls-textured-slip-on-sneakers/29520744/buy,N/A,"|
102",N/A
sneakers,Puma,Rs. 2519,"4.5
|
4.7k",Men Court Shatter Low Sneakers,Rs. 5999,Rs. 2519,(58% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/puma/puma-court-shatter-low-sneakers/27953916/buy,N/A,"|
4.7k",N/A
sneakers,Fame Forever by Lifestyle,Rs. 1104,"4.4
|
14",Girls Slip-On Sneakers,Rs. 1699,Rs. 1104,(35% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/fame+forever+by+lifestyle/fame-forever-by-lifestyle-girls-slip-on-sneakers/32820338/buy,N/A,"|
14",N/A
sneakers,KazarMax,Rs. 1049,"4.5
|
215",Girls Memory Foam Sneakers,Rs. 2499,Rs. 1049,(58% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/kazarmax/kazarmax-girls-colourblocked-shimmer-memory-foam-sneakers/22973402/buy,N/A,"|
215",N/A
sneakers,Nike,N/A,N/A,Air Max Portal Women Shoes,N/A,N/A,N/A,Sneakers Online,https://www.myntra.com/casual-shoes/nike/nike-air-max-portal-women-shoes/34948188/buy,N/A,N/A,N/A
sneakers,Fame Forever by Lifestyle,Rs. 1104,"4.6
|
8",Girls Lace-Up Sneakers,Rs. 1699,Rs. 1104,(35% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/fame+forever+by+lifestyle/fame-forever-by-lifestyle-girls-round-toe-lace-up-sneakers/33430547/buy,N/A,"|
8",N/A
sneakers,HRX by Hrithik Roshan,Rs. 850,"4.2
|
748",Unisex Back To School Shoes,Rs. 3699,Rs. 850,(77% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-unisex-back-to-school-shoes/29553914/buy,N/A,"|
748",N/A
sneakers,Nike,N/A,"4.7
|
41",Men Lace-Ups Sneakers,N/A,N/A,N/A,Sneakers Online,https://www.myntra.com/casual-shoes/nike/nike-p-6000-men-lace-ups-round-toe-sneakers/33473112/buy,N/A,"|
41",N/A
sneakers,YK,Rs. 599,"4.1
|
134",Girls Slip-On Sneakers,Rs. 1999,Rs. 599,(70% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/yk/yk-girls-black-textured-contrast-sole-comfort-insole-flyknit-slip-on-sneakers/26651884/buy,N/A,"|
134",N/A
sneakers,Allen Solly,Rs. 1014,"4.2
|
12",Women Slip-On Sneakers,Rs. 3499,Rs. 1014,(71% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/allen+solly/allen-solly-women-woven-design-slip-on-sneakers/32550240/buy,N/A,"|
12",N/A
sneakers,Puma,Rs. 1799,"4.2
|
21.6k",Smashic Casual Sneakers,Rs. 4499,Rs. 1799,(60% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/puma/puma-smashic-soft-sneakers/21767244/buy,N/A,"|
21.6k",N/A
sneakers,Red Tape,Rs. 1272,"4.3
|
4.3k",Men Perforations PU Sneakers,Rs. 6699,Rs. 1272,(81% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/red+tape/red-tape-men-perforations-mid-top-lace-up-sneakers/26950142/buy,N/A,"|
4.3k",N/A
sneakers,Liberty,Rs. 494,"4.4
|
353",Boys Solid Casual Sneakers,Rs. 1499,Rs. 494,(67% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/liberty/liberty-boys-black-solid-casual-sneakers/19437476/buy,N/A,"|
353",N/A
sneakers,Nike,N/A,N/A,Court Borough Low Premium,N/A,N/A,N/A,Sneakers Online,https://www.myntra.com/casual-shoes/nike/nike-court-borough-low-premium-mens-shoes/34800105/buy,N/A,N/A,N/A
sneakers,Bata,Rs. 854,"4.3
|
988",Boys Velcro School Sneakers,Rs. 899,Rs. 854,(5% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/bata/bata-boys-black-velcro-school-sneakers/18406250/buy,N/A,"|
988",N/A
sneakers,Red Tape,Rs. 1272,"4.4
|
4.1k",Men Lace Up High Top Sneakers,Rs. 6699,Rs. 1272,(81% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/red+tape/red-tape-men-round-toe-lace-up-high-top-sneakers/26435778/buy,N/A,"|
4.1k",N/A
sneakers,Nike,N/A,N/A,Men's Jordan Flight Court Shoe,N/A,N/A,N/A,Sneakers Online,https://www.myntra.com/casual-shoes/nike/nike-mens-jordan-flight-court-shoes/34951425/buy,N/A,N/A,N/A
sneakers,Red Tape,Rs. 1279,"4.5
|
1.3k",Women Textured Basics Sneakers,Rs. 6399,Rs. 1279,(80% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/red+tape/red-tape-women-textured-basics-sneakers/24781730/buy,N/A,"|
1.3k",N/A
sneakers,Fame Forever by Lifestyle,Rs. 979,N/A,Girls Metallic Sneakers,Rs. 1399,Rs. 979,(30% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/fame+forever+by+lifestyle/fame-forever-by-lifestyle-girls-metallic-sneakers/34786165/buy,N/A,N/A,N/A
sneakers,Nike,N/A,N/A,Court Shot Solid Regular Shoes,N/A,N/A,N/A,Sneakers Online,https://www.myntra.com/casual-shoes/nike/nike-court-shot-mens-solid-round-toe-regular-shoes/34951457/buy,N/A,N/A,N/A
sneakers,Allen Solly,Rs. 1839,"2.9
|
7",Women Woven Design Sneakers,Rs. 3999,Rs. 1839,(54% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/allen+solly/allen-solly-women-woven-design-sneakers/32550273/buy,N/A,"|
7",N/A
sneakers,HRX by Hrithik Roshan,Rs. 1391,"4.3
|
1.5k",Men Club Culture Shoes,Rs. 4799,Rs. 1391,(71% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-club-culture-shoes-/28930214/buy,N/A,"|
1.5k",N/A
sneakers,Puma,Rs. 2999,"4.4
|
85",Women X- Ray Airflex Sneakers,Rs. 4999,Rs. 2999,(40% OFF),Sneakers Online,https://www.myntra.com/casual-shoes/puma/puma-women-x--ray-airflex-sneakers/29533712/buy,N/A,"|
85",N/A
